"averaging","ppfd","replicate","species","instrument","Leak","LeakPct","CorrFact","CorrFactPct","DarkAdaptedID","Qmax_d","Fo","Fm","Fv/Fm","A_dark","PS2/1","S","K","Geometry","Tleaf2","Offset","Offset2","Qamb_in","f_farred","Q_modavg","Q_farred","state","period","Total","Tleaf2_mv","Tleaf2_j","Pump","AccH2O_hum","AccH2O_des","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","DIAG","oxygen","file_name","date_ymd","curve_identifier","ppfd_replicate","RSS_reported","Ci_transition","Ci_transition2","Tcorrect","Rd_measured","GammaStar","Km","kminput","gstarinput","fitmethod","citransition","gmeso","fitTPU","alphag","Vcmax","Vcmax_err","Qin_avg","alpha","theta","Rd","Rd_err","ci_star","A_transition","Jmax","Jmax_err","J","J_err","TPU","TPU_err","J_lower","J_upper","Rd_lower","Rd_upper","TPU_lower","TPU_upper","Vcmax_lower","Vcmax_upper","admissible","npts","nparam","dof","RSS","MSE","RMSE","RSE","AIC"
"none","250","wt-1","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","250 - wt-1 - ripe5","250 - wt-1","2.28065790531167","301.554260571326","1234.74780785675","FALSE","FALSE","38.9320310197149","727.235982901434","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","60.5455498858667","1.89742706790126","249.953352941176","0.36125","0.7","1.53647759518544","0.172576617261798","58.8833397521057","13.7661320966241","2534.55495646247",NA,"89.3169084420648",NA,"6.78079145739332",NA,NA,NA,"1.19822742535232","1.87472776501856",NA,NA,"56.8265928327802","64.2645069389531","FALSE","17","4","13","2.28065790531167","0.134156347371275","0.366273596333772","0.418849881801957","24.095170537165"
"none","250","wt-5","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","250 - wt-5 - ripe5","250 - wt-5","2.31823850650155","263.616293332365","1199.64391396155","FALSE","FALSE","39.0485464060967","729.706943764807","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","61.7029318306535","1.93175806180333","249.994941176471","0.36125","0.7","0.950522667129489","0.15343398726501","51.0775043543075","12.8609890122988","485.04172441312",NA,"84.9057675608352",NA,"6.42678758796647",NA,NA,NA,"0.649792052090069","1.25125328216891",NA,NA,"57.916686029519","65.489177631788","FALSE","17","4","13","2.31823850650155","0.136366970970679","0.369278987989676","0.422286678645748","24.3730130384872"
"none","250","wt-7","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-24 ed aci mcgrath1","2023-03-24","250 - wt-7 - mcgrath1","250 - wt-7","2.72166834130605","343.723289587249","1244.56739401676","FALSE","FALSE","38.9371639831609","726.703656948558","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","50.6607228729689","1.88002638226019","250.011882352941","0.36125","0.7","1.37829121195401","0.197006830502747","60.3517635843542","12.9036805341596","261.745756797043",NA,"79.8127895996804",NA,"6.06357607264722",NA,NA,NA,"0.992157824168625","1.76442459973939",NA,NA,"46.9758711637389","54.3455745821989","FALSE","17","4","13","2.72166834130605","0.160098137723885","0.400122653350051","0.457557759389335","27.1004491819102"
"none","300","wt-1","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-21 ed aci mcgrath1","2023-03-21","300 - wt-1 - mcgrath1","300 - wt-1","0.772441130220432","342.797258679874",NA,"FALSE","FALSE","39.2793671882557","734.09237315044","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","60.1169753588608","1.14538603290009","300.0696875","0.36125","0.7","1.65180548690782","0.0937633711319906","61.1311278857868","15.1242112015624","279.65121299502",NA,"94.0881856303278",NA,NA,NA,NA,NA,"1.46802927948912","1.83558169432653",NA,NA,"57.8720187343766","62.361931983345","TRUE","16","4","12","0.772441130220432","0.048277570638777","0.219721575269196","0.253712621256878","6.91342182753675"
"none","300","wt-3","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","300 - wt-3 - ripe5","300 - wt-3","1.21841691526647","338.482557736335","1222.43623319904","FALSE","FALSE","38.8490143821406","726.12605984272","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","67.6737490134744","1.22994024269302","300.008941176471","0.36125","0.7","1.73868969442278","0.0904738208281027","59.0228700220385","17.1194702864311","1419.54523265253",NA,"105.821050593187",NA,"8.02791723311295",NA,NA,NA,"1.5613610055997","1.91601838324587",NA,NA,"65.2630661377961","70.0844318891527","FALSE","17","4","13","1.21841691526647","0.0716715832509688","0.267715489374389","0.306144374597053","13.4376741766042"
"none","300","wt-8","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","300 - wt-8 - ripe5","300 - wt-8","0.426464550266077","325.124149464119","725.721814053389","FALSE","FALSE","39.0918003254779","730.775316665738","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","62.7220683234625","0.898323650794072","300.041294117647","0.36125","0.7","1.23894266245017","0.0660700765291563","54.6066202042796","15.5835976555034","315.14364105265",NA,"95.8284261410401",NA,"6.82073125920359",NA,NA,NA,"1.10944531245303","1.36844001244732",NA,NA,"60.9613539679062","64.4827826790189","FALSE","17","4","13","0.426464550266077","0.0250861500156516","0.158386078983134","0.181121410675499","-4.40855928586973"
"none","300","wt-9","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","300 - wt-9 - ripe5","300 - wt-9","3.89716233104929","311.298290600377","972.582050133583","FALSE","FALSE","39.0607905584848","730.21665569675","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","65.1171691264363","2.1985220440289","299.954","0.36125","0.7","0.821918928780689","0.227662337047448","48.8956245736035","16.0302801410064","356.77029371011",NA,"97.3885967805476",NA,"7.21059068490672",NA,NA,NA,"0.375700748167692","1.26813710939369",NA,NA,"60.8080659201397","69.426272332733","FALSE","17","4","13","3.89716233104929","0.229244843002899","0.478795199435938","0.547523257746209","33.2035108549222"
"none","400","wt-10","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","400 - wt-10 - ripe5","400 - wt-10","3.14061368326842","314.638053690704","484.909100958685","FALSE","FALSE","39.0833814735581","730.69999413185","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","80.4023582500436","0.962396956889302","400.003647058824","0.36125","0.7","1.55819336374085","0.0736216067815101","54.2978566861196","19.4262973802974","306.107613765724",NA,"120.850603700397",NA,"7.9738081805016",NA,NA,NA,"1.41389501444909","1.70249171303261",NA,NA,"78.5160602145406","82.2886562855467","FALSE","17","4","13","3.14061368326842","0.184741981368731","0.429816218131343","0.491513649804077","29.5343930430466"
"none","400","wt-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","400 - wt-2 - mcgrath1","400 - wt-2","5.7259063305629","467.3144050085","680.564679631707","FALSE","FALSE","39.1112877954311","730.814562365664","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","65.2930816385378","1.79371510837867","399.947294117647","0.36125","0.7","1.72777854139182","0.253166753669497","60.0401086263237","21.3764804594047","284.879224619827",NA,"118.918049184252",NA,"8.37744544352041",NA,NA,NA,"1.23157170419961","2.22398537858404",NA,NA,"61.7774000261156","68.80876325096","FALSE","17","4","13","5.7259063305629","0.336818019444876","0.580360249711226","0.663667336186001","39.7442976947416"
"none","400","wt-3","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","400 - wt-3 - ripe5","400 - wt-3","2.74438883255842","401.274207460006","592.693168476578","FALSE","FALSE","38.9626325782402","727.932378924836","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","75.4602113957355","1.35709971981283","399.992588235294","0.36125","0.7","2.19771015236642","0.152420001735204","61.9694570406985","21.7743553080981","428.125437410033",NA,"128.091687669659",NA,"8.8137898450287",NA,NA,NA,"1.89896694896542","2.49645335576742",NA,NA,"72.8002959449023","78.1201268465687","FALSE","17","4","13","2.74438883255842","0.161434637209319","0.401789294542947","0.45946363650862","27.2417761250898"
"none","400","wt-9","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-24 ed aci mcgrath1","2023-03-24","400 - wt-9 - mcgrath1","400 - wt-9","2.56756544222069","295.827238279487","722.149109360949","FALSE","FALSE","38.9490064427878","727.673004355927","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","78.3631340575294","2.06645378073403","400.023235294118","0.36125","0.7","1.38216873826565","0.169106533562573","52.7146335988124","18.0906928157294","245.224772854898",NA,"114.455398119143",NA,"8.14493062742416",NA,NA,NA,"1.05071993248301","1.7136175440483",NA,NA,"74.3128846472907","82.4133834677681","TRUE","17","4","13","2.56756544222069","0.151033261307099","0.388629979938629","0.444415384541282","26.1095718502212"
"none","450","wt-5","tobacco","mcgrath2","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99977","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","2","2094","1","26","18","21","data/tobacco/2023-03-21 ed aci mcgrath2","2023-03-21","450 - wt-5 - mcgrath2","450 - wt-5","0.319634892604078","437.52090144509","785.170484179778","FALSE","FALSE","39.2938362105638","734.43887329902","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","70.0594274210655","0.43812285247746","449.9836875","0.36125","0.7","1.52846945868923","0.0365948860858815","56.5517916526137","22.0417310749756","240.132973220786",NA,"123.411304585375",NA,"8.88072754787858",NA,NA,NA,"1.4567434819609","1.60019543541756",NA,NA,"69.2007066302097","70.9181482119213","FALSE","16","4","12","0.319634892604078","0.0199771807877549","0.141340655112939","0.163206130553787","-7.20460081635422"
"none","500","wt-10","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","500 - wt-10 - mcgrath1","500 - wt-10","2.0759014499539","379.386650424672","582.751112829552","FALSE","FALSE","39.0630593210561","730.291406322076","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","79.4251324361891","1.17760406645014","499.949941176471","0.36125","0.7","1.36217799145815","0.141943103300736","52.4890082309159","22.7552855607132","234.715428939166",NA,"130.985782908105",NA,"8.97990856153849",NA,NA,NA,"1.08396950898871","1.64038647392759",NA,NA,"77.1170284659469","81.7332364064314","FALSE","17","4","13","2.0759014499539","0.122111849997288","0.349445060055638","0.39960571432292","22.4960066619617"
"none","500","wt-3","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","500 - wt-3 - ripe5","500 - wt-3","2.7009945208615","356.734982017836","531.55863623728","FALSE","FALSE","39.1191859577818","731.155608600325","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","89.8571240443739","1.01410085455759","499.961705882353","0.36125","0.7","1.75208891847731","0.106125986999012","54.4383132477244","24.2224600426812","311.619423510655",NA,"143.71097693069",NA,"9.67110832802451",NA,NA,NA,"1.54408198395925","1.96009585299538",NA,NA,"87.869486369441","91.8447617193068","FALSE","17","4","13","2.7009945208615","0.158882030638912","0.398600088608761","0.455816639995776","26.9708240662393"
"none","500","wt-7","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-24 ed aci ripe5","2023-03-24","500 - wt-7 - ripe5","500 - wt-7","7.8638969573465","297.991988662004","403.347507916912","FALSE","FALSE","38.8885255746663","726.317930888396","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","95.5779662247115","1.64921487376361","499.977647058824","0.36125","0.7","1.72710058453317","0.1543849264752","52.9715138261188","22.2103698932102","286.444318371073",NA,"140.251464056708",NA,"8.85354683831946",NA,NA,NA,"1.42450612864178","2.02969504042456",NA,NA,"92.3455050721349","98.8104273772882","FALSE","17","4","13","7.8638969573465","0.462582173961559","0.680133938251547","0.777762914110152","45.1380820344765"
"none","500","wt-9","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-24 ed aci mcgrath1","2023-03-24","500 - wt-9 - mcgrath1","500 - wt-9","18.2862244153696","1031.06878981366","400.000077544781","FALSE","FALSE","38.8421577807817","725.774581254551","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","71.5506829335649","3.23733621483243","500.024470588235","0.36125","0.7","2.10004327869361","0.437064463829901","61.9635154717422","23.8950332469597",NA,NA,NA,NA,"8.6650271157343",NA,NA,NA,"1.24339692958701","2.95668962780022",NA,NA,"65.2055039524933","77.8958619146365","FALSE","17","4","13","18.2862244153696","1.07566025972762","1.03714042430503","1.18601544987244","59.483799487245"
"none","600","wt-1","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-24 ed aci mcgrath1","2023-03-24","600 - wt-1 - mcgrath1","600 - wt-1","12.3212679809451","1748.13082031068","400.000077544781","FALSE","FALSE","38.8907304089676","726.55605373393","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","73.4422470726798","0.910193177934731","600.048","0.36125","0.7","1.20690819448099","0.106305639177285","51.6801894467601","21.5761335878769",NA,NA,NA,NA,"7.59434789132216",NA,NA,NA,"0.998549141693513","1.41526724726847",NA,NA,"71.6582684439277","75.2262257014319","TRUE","17","4","13","12.3212679809451","0.724780469467357","0.851340395768553","0.97354498852805","52.7718401267947"
"none","600","wt-8","tobacco","mcgrath2","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99977","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","2","2094","1","26","18","21","data/tobacco/2023-03-21 ed aci mcgrath2","2023-03-21","600 - wt-8 - mcgrath2","600 - wt-8","0.458520769791181","413.610984838522","660.301304990694","FALSE","FALSE","39.3014780355138","734.535180688779","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","74.3659423021663","0.723335166316154","599.9703125","0.36125","0.7","1.29379181498036","0.0659430926797756","53.0036532024087","22.7103613583994","182.20789448585",NA,"127.523671223794",NA,"8.93126281645311",NA,NA,NA,"1.164543353328","1.42304027663272",NA,NA,"72.9482053761866","75.783679228146","FALSE","16","4","12","0.458520769791181","0.0286575481119488","0.169285404308667","0.195473947494967","-1.43138151530451"
"none","600","wt-9","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","600 - wt-9 - mcgrath1","600 - wt-9","5.92439559024249","356.553913108802","479.50706278528","FALSE","FALSE","39.066261715151","730.595896573531","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","80.8402300311527","1.89820074590535","600.010941176471","0.36125","0.7","0.927397880278557","0.195670158181032","47.9988960452695","22.4471711551244","186.632326925039",NA,"129.292767033894",NA,"8.50994849537697",NA,NA,NA,"0.543884370243734","1.31091139031338",NA,NA,"77.1197565691782","84.5607034931272","FALSE","17","4","13","5.92439559024249","0.348493858249558","0.590333683817515","0.675072394422228","40.3236206994499"
"none","800","wt-5","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","800 - wt-5 - mcgrath1","800 - wt-5","20.7952953243322","1999.99991886499","400.000077544781","FALSE","FALSE","39.0377803919669","729.544153354639","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","89.8330916661146","2.82921462666202","800.021647058824","0.36125","0.7","0.812596963626346","0.361155342459384","46.0537244087889","29.413179000674",NA,NA,NA,NA,"10.0752595451753",NA,NA,NA,"0.104732492405954","1.52046143484674",NA,NA,"84.287830997857","95.3783523343722","TRUE","17","4","13","20.7952953243323","1.22325266613719","1.10600753439441","1.2647680031815","61.669638451486"
